Stop_ID,Binned_time,Binned_day,Pre_2019,Validation_Count_mean,Unvalidated_mean,NIMI,Visiting_score,Rel_Visiting_score,density,n_rows
7800528-1,2018-08-14 18:00:00,0,True,,0.0,Ihaste,1,0.03125,0,1
7800565-1,2018-09-12 12:00:00,0,True,,0.0,Raadi-Kruusamäe,1,0.03125,3,1
7800565-1,2018-09-12 18:00:00,0,True,,1.0,Raadi-Kruusamäe,1,0.03125,3,1
7801229-1,2016-09-02 18:00:00,0,True,,0.0,Raadi-Kruusamäe,1,0.03125,1,1
7820002-1,2016-03-16 12:00:00,0,True,1.4761904761904763,0.8,Ropka,6,0.1875,3,105
7820002-1,2016-03-23 12:00:00,0,True,1.565217391304348,0.5,Ropka,6,0.1875,3,92
7820002-1,2016-04-08 12:00:00,0,True,1.6818181818181819,1.3333333333333333,Ropka,6,0.1875,3,66
7820002-1,2016-04-18 18:00:00,0,True,1.5,0.2,Ropka,6,0.1875,3,90
7820002-1,2016-04-28 06:00:00,0,True,1.25,0.5,Ropka,6,0.1875,3,24
7820002-1,2016-05-17 12:00:00,0,True,1.6818181818181819,0.0,Ropka,6,0.1875,3,22
7820002-1,2016-05-27 12:00:00,0,True,1.6,1.0,Ropka,6,0.1875,3,80
7820002-1,2016-05-30 06:00:00,0,True,1.1,2.0,Ropka,6,0.1875,3,10
7820002-1,2016-06-02 12:00:00,0,True,1.1764705882352942,1.0,Ropka,6,0.1875,3,17
7820002-1,2016-06-04 12:00:00,1,True,1.4285714285714286,0.5,Ropka,6,0.1875,3,28
7820002-1,2016-06-04 18:00:00,1,True,1.3333333333333333,5.0,Ropka,6,0.1875,3,9
7820002-1,2016-06-08 12:00:00,0,True,1.4705882352941178,0.0,Ropka,6,0.1875,3,17
7820002-1,2016-06-17 12:00:00,0,True,1.3571428571428572,0.0,Ropka,6,0.1875,3,14
7820002-1,2016-06-30 12:00:00,0,True,1.5333333333333334,0.5,Ropka,6,0.1875,3,30
7820002-1,2016-07-18 18:00:00,0,True,1.5,1.0,Ropka,6,0.1875,3,10
