Number_entering_buses,Stop_ID,Binned_time_x,y_pred,y_prob,Score,stop_lat,stop_lon,geometry,NIMI_left,Time,index_right,NIMI_right,NIMI
14,7820081-1,2025-12-11 14:00:00,1,0.1283399,1.796758621931076,58.34930632,26.78771897,POINT (26.78771897 58.34930632),Ihaste,14:00:00,6.0,Ihaste,
13,7820081-1,2025-12-11 16:00:00,1,0.1283399,1.6684187203645706,58.34930632,26.78771897,POINT (26.78771897 58.34930632),Ihaste,16:00:00,6.0,Ihaste,
13,7820081-1,2025-12-11 18:00:00,0,0.12650083,1.6445107907056808,58.34930632,26.78771897,POINT (26.78771897 58.34930632),Ihaste,18:00:00,6.0,Ihaste,
12,7820081-1,2025-12-11 20:00:00,0,0.12643477,1.5172172784805298,58.34930632,26.78771897,POINT (26.78771897 58.34930632),Ihaste,20:00:00,6.0,Ihaste,
7,7820081-1,2025-12-11 22:00:00,0,0.12643477,0.8850434124469757,58.34930632,26.78771897,POINT (26.78771897 58.34930632),Ihaste,22:00:00,6.0,Ihaste,
4,7820083-1,2025-12-11 10:00:00,0,0.119756915,0.479027658700943,58.36972457,26.70744613,POINT (26.70744613 58.36972457),Tammelinna,10:00:00,7.0,Tammelinna,
4,7820083-1,2025-12-11 12:00:00,0,0.11981494,0.47925975918769836,58.36972457,26.70744613,POINT (26.70744613 58.36972457),Tammelinna,12:00:00,7.0,Tammelinna,
4,7820083-1,2025-12-11 14:00:00,0,0.12111388,0.48445552587509155,58.36972457,26.70744613,POINT (26.70744613 58.36972457),Tammelinna,14:00:00,7.0,Tammelinna,
4,7820083-1,2025-12-11 16:00:00,0,0.12111388,0.48445552587509155,58.36972457,26.70744613,POINT (26.70744613 58.36972457),Tammelinna,16:00:00,7.0,Tammelinna,
4,7820084-1,2025-12-11 06:00:00,0,0.11998647,0.4799458682537079,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,06:00:00,10.0,Kesklinna,
14,7820084-1,2025-12-11 08:00:00,0,0.12525666,1.7535932064056396,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,08:00:00,10.0,Kesklinna,
15,7820084-1,2025-12-11 10:00:00,0,0.124858275,1.8728741258382797,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,10:00:00,10.0,Kesklinna,
12,7820084-1,2025-12-11 12:00:00,0,0.12734321,1.5281184911727905,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,12:00:00,10.0,Kesklinna,
11,7820084-1,2025-12-11 14:00:00,1,0.12913595,1.4204954653978348,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,14:00:00,10.0,Kesklinna,
13,7820084-1,2025-12-11 16:00:00,1,0.12902373,1.6773084998130798,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,16:00:00,10.0,Kesklinna,
16,7820084-1,2025-12-11 18:00:00,1,0.12852766,2.0564424991607666,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,18:00:00,10.0,Kesklinna,
10,7820084-1,2025-12-11 20:00:00,0,0.12745322,1.2745322287082672,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,20:00:00,10.0,Kesklinna,
7,7820084-1,2025-12-11 22:00:00,1,0.12922326,0.9045628011226654,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,22:00:00,10.0,Kesklinna,
3,7820084-1,2025-12-12 00:00:00,0,0.120786764,0.36236029118299484,58.37690955,26.72650997,POINT (26.72650997 58.37690955),Kesklinna,00:00:00,10.0,Kesklinna,
12,7820085-1,2025-12-11 06:00:00,0,0.12182808,1.4619369506835938,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,06:00:00,10.0,Kesklinna,
19,7820085-1,2025-12-11 08:00:00,0,0.12198493,2.317713648080826,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,08:00:00,10.0,Kesklinna,
19,7820085-1,2025-12-11 10:00:00,0,0.12724465,2.4176483750343323,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,10:00:00,10.0,Kesklinna,
23,7820085-1,2025-12-11 12:00:00,1,0.12933195,2.9746347665786743,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,12:00:00,10.0,Kesklinna,
22,7820085-1,2025-12-11 14:00:00,1,0.13904442,3.0589772164821625,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,14:00:00,10.0,Kesklinna,
19,7820085-1,2025-12-11 16:00:00,1,0.13833545,2.6283735781908035,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,16:00:00,10.0,Kesklinna,
24,7820085-1,2025-12-11 18:00:00,1,0.13463269,3.2311846017837524,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,18:00:00,10.0,Kesklinna,
22,7820085-1,2025-12-11 20:00:00,0,0.124559514,2.740309312939644,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,20:00:00,10.0,Kesklinna,
14,7820085-1,2025-12-11 22:00:00,0,0.12348921,1.7288489192724228,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,22:00:00,10.0,Kesklinna,
4,7820085-1,2025-12-12 00:00:00,0,0.12348921,0.4939568340778351,58.37742337,26.72755624,POINT (26.72755624 58.37742337),Kesklinna,00:00:00,10.0,Kesklinna,
8,7820085-2,2025-12-11 06:00:00,0,0.11981885,0.9585508108139038,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,06:00:00,10.0,Kesklinna,
22,7820085-2,2025-12-11 08:00:00,0,0.1243853,2.7364765405654907,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,08:00:00,10.0,Kesklinna,
16,7820085-2,2025-12-11 10:00:00,0,0.12742949,2.0388717651367188,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,10:00:00,10.0,Kesklinna,
17,7820085-2,2025-12-11 12:00:00,1,0.12826344,2.1804785430431366,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,12:00:00,10.0,Kesklinna,
15,7820085-2,2025-12-11 14:00:00,1,0.13174266,1.9761398434638977,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,14:00:00,10.0,Kesklinna,
19,7820085-2,2025-12-11 16:00:00,1,0.13115327,2.491912141442299,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,16:00:00,10.0,Kesklinna,
21,7820085-2,2025-12-11 18:00:00,1,0.13070352,2.7447739988565445,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,18:00:00,10.0,Kesklinna,
13,7820085-2,2025-12-11 20:00:00,1,0.13120957,1.705724373459816,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,20:00:00,10.0,Kesklinna,
10,7820085-2,2025-12-11 22:00:00,0,0.12750943,1.2750943005084991,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,22:00:00,10.0,Kesklinna,
3,7820085-2,2025-12-12 00:00:00,0,0.12123887,0.36371661722660065,58.37759847,26.72792808,POINT (26.72792808 58.37759847),Kesklinna,00:00:00,10.0,Kesklinna,
12,7820086-1,2025-12-11 06:00:00,0,0.12138633,1.4566359221935272,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,06:00:00,14.0,Annelinna,
19,7820086-1,2025-12-11 08:00:00,0,0.121463366,2.307803951203823,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,08:00:00,14.0,Annelinna,
16,7820086-1,2025-12-11 10:00:00,0,0.12194568,1.9511308670043945,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,10:00:00,14.0,Annelinna,
15,7820086-1,2025-12-11 12:00:00,0,0.1222552,1.83382797986269,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,12:00:00,14.0,Annelinna,
16,7820086-1,2025-12-11 14:00:00,0,0.12409028,1.98544442653656,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,14:00:00,14.0,Annelinna,
18,7820086-1,2025-12-11 16:00:00,0,0.12409028,2.23362497985363,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,16:00:00,14.0,Annelinna,
19,7820086-1,2025-12-11 18:00:00,0,0.121174835,2.30232185870409,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,18:00:00,14.0,Annelinna,
14,7820086-1,2025-12-11 20:00:00,0,0.12111117,1.6955563724040985,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,20:00:00,14.0,Annelinna,
8,7820086-1,2025-12-11 22:00:00,0,0.12111117,0.9688893556594849,58.37154833,26.76651811,POINT (26.76651811 58.37154833),Annelinna,22:00:00,14.0,Annelinna,
1,7820087-1,2025-12-11 04:00:00,0,0.1196885,0.1196885034441948,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,04:00:00,14.0,Annelinna,
6,7820087-1,2025-12-11 06:00:00,0,0.1196885,0.7181310206651688,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,06:00:00,14.0,Annelinna,
9,7820087-1,2025-12-11 08:00:00,0,0.11974473,1.077702596783638,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,08:00:00,14.0,Annelinna,
9,7820087-1,2025-12-11 10:00:00,0,0.11954658,1.075919196009636,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,10:00:00,14.0,Annelinna,
9,7820087-1,2025-12-11 12:00:00,0,0.119694434,1.0772499069571495,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,12:00:00,14.0,Annelinna,
10,7820087-1,2025-12-11 14:00:00,0,0.1217545,1.217544972896576,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,14:00:00,14.0,Annelinna,
10,7820087-1,2025-12-11 16:00:00,0,0.1217545,1.217544972896576,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,16:00:00,14.0,Annelinna,
8,7820087-1,2025-12-11 18:00:00,0,0.12015001,0.9612000584602356,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,18:00:00,14.0,Annelinna,
9,7820087-1,2025-12-11 20:00:00,0,0.12021476,1.0819328427314758,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,20:00:00,14.0,Annelinna,
3,7820087-1,2025-12-11 22:00:00,0,0.12021476,0.36064428091049194,58.37166265,26.76385484,POINT (26.76385484 58.37166265),Annelinna,22:00:00,14.0,Annelinna,
10,7820088-1,2025-12-11 06:00:00,0,0.12182808,1.2182807922363281,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,06:00:00,10.0,Kesklinna,
28,7820088-1,2025-12-11 08:00:00,0,0.12451625,3.486454963684082,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,08:00:00,10.0,Kesklinna,
23,7820088-1,2025-12-11 10:00:00,0,0.1270133,2.9213058054447174,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,10:00:00,10.0,Kesklinna,
22,7820088-1,2025-12-11 12:00:00,1,0.12973766,2.854228526353836,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,12:00:00,10.0,Kesklinna,
22,7820088-1,2025-12-11 14:00:00,1,0.13282844,2.922225773334503,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,14:00:00,10.0,Kesklinna,
25,7820088-1,2025-12-11 16:00:00,1,0.1327811,3.319527581334114,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,16:00:00,10.0,Kesklinna,
28,7820088-1,2025-12-11 18:00:00,1,0.13096231,3.666944742202759,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,18:00:00,10.0,Kesklinna,
18,7820088-1,2025-12-11 20:00:00,1,0.12896803,2.3214245438575745,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,20:00:00,10.0,Kesklinna,
13,7820088-1,2025-12-11 22:00:00,1,0.13097231,1.7026400417089462,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,22:00:00,10.0,Kesklinna,
6,7820088-1,2025-12-12 00:00:00,0,0.12262475,0.7357484847307205,58.37724016,26.72790185,POINT (26.72790185 58.37724016),Kesklinna,00:00:00,10.0,Kesklinna,
5,7820089-1,2025-12-11 06:00:00,0,0.120189406,0.6009470298886299,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,06:00:00,10.0,Kesklinna,
9,7820089-1,2025-12-11 08:00:00,0,0.12026253,1.082362800836563,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,08:00:00,10.0,Kesklinna,
10,7820089-1,2025-12-11 10:00:00,0,0.1200227,1.2002269923686981,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,10:00:00,10.0,Kesklinna,
9,7820089-1,2025-12-11 12:00:00,0,0.12658207,1.139238640666008,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,12:00:00,10.0,Kesklinna,
9,7820089-1,2025-12-11 14:00:00,1,0.13027278,1.172454982995987,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,14:00:00,10.0,Kesklinna,
9,7820089-1,2025-12-11 16:00:00,1,0.12989047,1.1690142452716827,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,16:00:00,10.0,Kesklinna,
8,7820089-1,2025-12-11 18:00:00,1,0.12979098,1.0383278131484985,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,18:00:00,10.0,Kesklinna,
9,7820089-1,2025-12-11 20:00:00,1,0.12981308,1.1683176755905151,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,20:00:00,10.0,Kesklinna,
7,7820089-1,2025-12-11 22:00:00,0,0.12744376,0.8921063244342804,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,22:00:00,10.0,Kesklinna,
2,7820089-1,2025-12-12 00:00:00,0,0.12156732,0.24313463270664215,58.37751515,26.7285696,POINT (26.7285696 58.37751515),Kesklinna,00:00:00,10.0,Kesklinna,
4,7820090-1,2025-12-11 10:00:00,0,0.12085175,0.48340699076652527,58.39786392,26.73332536,POINT (26.73332536 58.39786392),Raadi-Kruusamäe,10:00:00,12.0,Raadi-Kruusamäe,
4,7820090-1,2025-12-11 12:00:00,0,0.12090862,0.48363447189331055,58.39786392,26.73332536,POINT (26.73332536 58.39786392),Raadi-Kruusamäe,12:00:00,12.0,Raadi-Kruusamäe,
4,7820090-1,2025-12-11 16:00:00,0,0.12259507,0.49038028717041016,58.39786392,26.73332536,POINT (26.73332536 58.39786392),Raadi-Kruusamäe,16:00:00,12.0,Raadi-Kruusamäe,
4,7820090-1,2025-12-11 18:00:00,0,0.12068253,0.48273012042045593,58.39786392,26.73332536,POINT (26.73332536 58.39786392),Raadi-Kruusamäe,18:00:00,12.0,Raadi-Kruusamäe,
6,7820093-1,2025-12-11 06:00:00,0,0.119511805,0.7170708328485489,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,06:00:00,15.0,Ülejõe,
16,7820093-1,2025-12-11 08:00:00,0,0.11956423,1.9130276441574097,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,08:00:00,15.0,Ülejõe,
14,7820093-1,2025-12-11 10:00:00,0,0.11932585,1.6705618500709534,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,10:00:00,15.0,Ülejõe,
14,7820093-1,2025-12-11 12:00:00,0,0.11960405,1.6744567155838013,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,12:00:00,15.0,Ülejõe,
13,7820093-1,2025-12-11 14:00:00,0,0.12251074,1.5926396027207375,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,14:00:00,15.0,Ülejõe,
15,7820093-1,2025-12-11 16:00:00,0,0.12251074,1.8376610800623894,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,16:00:00,15.0,Ülejõe,
15,7820093-1,2025-12-11 18:00:00,0,0.12107325,1.816098801791668,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,18:00:00,15.0,Ülejõe,
11,7820093-1,2025-12-11 20:00:00,0,0.12133173,1.3346490189433098,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,20:00:00,15.0,Ülejõe,
8,7820093-1,2025-12-11 22:00:00,0,0.12133173,0.9706538319587708,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,22:00:00,15.0,Ülejõe,
3,7820093-1,2025-12-12 00:00:00,0,0.12133173,0.36399518698453903,58.38253159,26.72806885,POINT (26.72806885 58.38253159),Ülejõe,00:00:00,15.0,Ülejõe,
15,7820094-1,2025-12-11 06:00:00,0,0.11967416,1.7951124161481857,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,06:00:00,13.0,Jaamamõisa,
28,7820094-1,2025-12-11 08:00:00,0,0.1252166,3.5060648918151855,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,08:00:00,13.0,Jaamamõisa,
23,7820094-1,2025-12-11 10:00:00,0,0.11942499,2.746774800121784,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,10:00:00,13.0,Jaamamõisa,
24,7820094-1,2025-12-11 12:00:00,0,0.11961252,2.8707005381584167,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,12:00:00,13.0,Jaamamõisa,
23,7820094-1,2025-12-11 14:00:00,0,0.1209984,2.782963141798973,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,14:00:00,13.0,Jaamamõisa,
26,7820094-1,2025-12-11 16:00:00,0,0.1209984,3.145958334207535,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,16:00:00,13.0,Jaamamõisa,
25,7820094-1,2025-12-11 18:00:00,0,0.11994463,2.998615801334381,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,18:00:00,13.0,Jaamamõisa,
19,7820094-1,2025-12-11 20:00:00,0,0.12003027,2.2805751115083694,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,20:00:00,13.0,Jaamamõisa,
14,7820094-1,2025-12-11 22:00:00,0,0.12003027,1.680423766374588,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,22:00:00,13.0,Jaamamõisa,
2,7820094-1,2025-12-12 00:00:00,0,0.12003027,0.24006053805351257,58.38014812,26.76384935,POINT (26.76384935 58.38014812),Jaamamõisa,00:00:00,13.0,Jaamamõisa,
1,7820095-1,2025-12-11 04:00:00,0,0.12138633,0.1213863268494606,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,04:00:00,14.0,Annelinna,
10,7820095-1,2025-12-11 06:00:00,0,0.12138633,1.213863268494606,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,06:00:00,14.0,Annelinna,
24,7820095-1,2025-12-11 08:00:00,0,0.121463366,2.915120780467987,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,08:00:00,14.0,Annelinna,
26,7820095-1,2025-12-11 10:00:00,0,0.12194568,3.170587658882141,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,10:00:00,14.0,Annelinna,
23,7820095-1,2025-12-11 12:00:00,0,0.1222552,2.8118695691227913,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,12:00:00,14.0,Annelinna,
24,7820095-1,2025-12-11 14:00:00,0,0.12409028,2.97816663980484,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,14:00:00,14.0,Annelinna,
24,7820095-1,2025-12-11 16:00:00,0,0.12409028,2.97816663980484,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,16:00:00,14.0,Annelinna,
26,7820095-1,2025-12-11 18:00:00,0,0.121174835,3.1505457013845444,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,18:00:00,14.0,Annelinna,
19,7820095-1,2025-12-11 20:00:00,0,0.12111117,2.3011122196912766,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,20:00:00,14.0,Annelinna,
12,7820095-1,2025-12-11 22:00:00,0,0.12111117,1.4533340334892273,58.38002785,26.76387108,POINT (26.76387108 58.38002785),Annelinna,22:00:00,14.0,Annelinna,
1,7820096-1,2025-12-11 04:00:00,0,0.11943399,0.11943399161100388,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,04:00:00,11.0,Supilinna,
6,7820096-1,2025-12-11 08:00:00,0,0.11943399,0.7166039496660233,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,08:00:00,11.0,Supilinna,
6,7820096-1,2025-12-11 10:00:00,0,0.119195834,0.7151750028133392,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,10:00:00,11.0,Supilinna,
6,7820096-1,2025-12-11 12:00:00,0,0.11938306,0.7162983566522598,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,12:00:00,11.0,Supilinna,
6,7820096-1,2025-12-11 14:00:00,0,0.12214456,0.7328673452138901,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,14:00:00,11.0,Supilinna,
6,7820096-1,2025-12-11 16:00:00,0,0.12214456,0.7328673452138901,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,16:00:00,11.0,Supilinna,
6,7820096-1,2025-12-11 18:00:00,0,0.119832166,0.7189929932355881,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,18:00:00,11.0,Supilinna,
6,7820096-1,2025-12-11 20:00:00,0,0.12017405,0.7210443019866943,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,20:00:00,11.0,Supilinna,
4,7820096-1,2025-12-11 22:00:00,0,0.12017405,0.4806962013244629,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,22:00:00,11.0,Supilinna,
1,7820096-1,2025-12-12 00:00:00,0,0.12017405,0.12017405033111572,58.38407818,26.71649249,POINT (26.71649249 58.38407818),Supilinna,00:00:00,11.0,Supilinna,
2,7820098-1,2025-12-11 06:00:00,0,0.11967416,0.23934832215309143,58.3485892,26.70989119,POINT (26.70989119 58.3485892),Variku,06:00:00,0.0,Variku,
4,7820098-1,2025-12-11 08:00:00,0,0.11972664,0.4789065718650818,58.3485892,26.70989119,POINT (26.70989119 58.3485892),Variku,08:00:00,0.0,Variku,
4,7820098-1,2025-12-11 10:00:00,0,0.11942499,0.47769996523857117,58.3485892,26.70989119,POINT (26.70989119 58.3485892),Variku,10:00:00,0.0,Variku,
4,7820098-1,2025-12-11 12:00:00,0,0.11961252,0.47845008969306946,58.3485892,26.70989119,POINT (26.70989119 58.3485892),Variku,12:00:00,0.0,Variku,
4,7820098-1,2025-12-11 14:00:00,0,0.1211128,0.48445120453834534,58.3485892,26.70989119,POINT (26.70989119 58.3485892),Variku,14:00:00,0.0,Variku,
4,7820098-1,2025-12-11 16:00:00,0,0.1211128,0.48445120453834534,58.3485892,26.70989119,POINT (26.70989119 58.3485892),Variku,16:00:00,0.0,Variku,
4,7820098-1,2025-12-11 18:00:00,0,0.11994463,0.479778528213501,58.3485892,26.70989119,POINT (26.70989119 58.3485892),Variku,18:00:00,0.0,Variku,
4,7820098-1,2025-12-11 20:00:00,0,0.12003027,0.48012107610702515,58.3485892,26.70989119,POINT (26.70989119 58.3485892),Variku,20:00:00,0.0,Variku,
2,7820100-1,2025-12-11 06:00:00,0,0.11967416,0.23934832215309143,58.35377665,26.70820357,POINT (26.70820357 58.35377665),Variku,06:00:00,0.0,Variku,
4,7820100-1,2025-12-11 08:00:00,0,0.11972664,0.4789065718650818,58.35377665,26.70820357,POINT (26.70820357 58.35377665),Variku,08:00:00,0.0,Variku,
4,7820100-1,2025-12-11 10:00:00,0,0.11942499,0.47769996523857117,58.35377665,26.70820357,POINT (26.70820357 58.35377665),Variku,10:00:00,0.0,Variku,
4,7820100-1,2025-12-11 12:00:00,0,0.11961252,0.47845008969306946,58.35377665,26.70820357,POINT (26.70820357 58.35377665),Variku,12:00:00,0.0,Variku,
4,7820100-1,2025-12-11 14:00:00,0,0.1211128,0.48445120453834534,58.35377665,26.70820357,POINT (26.70820357 58.35377665),Variku,14:00:00,0.0,Variku,
4,7820100-1,2025-12-11 16:00:00,0,0.1211128,0.48445120453834534,58.35377665,26.70820357,POINT (26.70820357 58.35377665),Variku,16:00:00,0.0,Variku,
4,7820100-1,2025-12-11 18:00:00,0,0.11994463,0.479778528213501,58.35377665,26.70820357,POINT (26.70820357 58.35377665),Variku,18:00:00,0.0,Variku,
2,7820100-1,2025-12-11 22:00:00,0,0.12003027,0.24006053805351257,58.35377665,26.70820357,POINT (26.70820357 58.35377665),Variku,22:00:00,0.0,Variku,
4,7820102-1,2025-12-11 08:00:00,0,0.11972664,0.4789065718650818,58.35350153,26.7075046,POINT (26.7075046 58.35350153),Variku,08:00:00,0.0,Variku,
4,7820103-1,2025-12-11 06:00:00,0,0.12310883,0.4924353063106537,58.34666721,26.77393533,POINT (26.77393533 58.34666721),Ihaste,06:00:00,6.0,Ihaste,
6,7820103-1,2025-12-11 08:00:00,0,0.12316262,0.7389757186174393,58.34666721,26.77393533,POINT (26.77393533 58.34666721),Ihaste,08:00:00,6.0,Ihaste,
6,7820103-1,2025-12-11 10:00:00,0,0.12285352,0.7371211051940918,58.34666721,26.77393533,POINT (26.77393533 58.34666721),Ihaste,10:00:00,6.0,Ihaste,
6,7820103-1,2025-12-11 14:00:00,0,0.12542218,0.7525330781936646,58.34666721,26.77393533,POINT (26.77393533 58.34666721),Ihaste,14:00:00,6.0,Ihaste,
4,7820103-1,2025-12-11 16:00:00,0,0.12542218,0.5016887187957764,58.34666721,26.77393533,POINT (26.77393533 58.34666721),Ihaste,16:00:00,6.0,Ihaste,
6,7820103-1,2025-12-11 18:00:00,0,0.12539904,0.7523942291736603,58.34666721,26.77393533,POINT (26.77393533 58.34666721),Ihaste,18:00:00,6.0,Ihaste,
3,7820104-1,2025-12-11 06:00:00,0,0.12310883,0.36932647973299026,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,06:00:00,6.0,Ihaste,
4,7820104-1,2025-12-11 08:00:00,0,0.12316262,0.49265047907829285,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,08:00:00,6.0,Ihaste,
4,7820104-1,2025-12-11 10:00:00,0,0.12285352,0.49141407012939453,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,10:00:00,6.0,Ihaste,
4,7820104-1,2025-12-11 12:00:00,0,0.12304567,0.4921826720237732,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,12:00:00,6.0,Ihaste,
4,7820104-1,2025-12-11 14:00:00,0,0.12542218,0.5016887187957764,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,14:00:00,6.0,Ihaste,
4,7820104-1,2025-12-11 16:00:00,0,0.12542218,0.5016887187957764,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,16:00:00,6.0,Ihaste,
4,7820104-1,2025-12-11 18:00:00,0,0.12539904,0.5015961527824402,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,18:00:00,6.0,Ihaste,
4,7820104-1,2025-12-11 20:00:00,0,0.125488,0.5019519925117493,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,20:00:00,6.0,Ihaste,
4,7820104-1,2025-12-11 22:00:00,0,0.125488,0.5019519925117493,58.34712456,26.77329275,POINT (26.77329275 58.34712456),Ihaste,22:00:00,6.0,Ihaste,
