Stop_ID,stop_lat,stop_lon,geometry,NIMI
7820054-1,58.36006973,26.75960196,POINT (26.75960196 58.36006973),Annelinna
7820370-1,58.36355308,26.73465073,POINT (26.73465073 58.36355308),Karlova
7820340-1,58.35677838,26.67871662,POINT (26.67871662 58.35677838),Ränilinna
7801229-1,58.40748652,26.74621748,POINT (26.74621748 58.40748652),Raadi-Kruusamäe
7820249-2,58.37731299,26.72982439,POINT (26.72982439 58.37731299),Kesklinna
7820229-2,58.3485594,26.70489285,POINT (26.70489285 58.3485594),Variku
7820037-1,58.363475,26.67766253,POINT (26.67766253 58.363475),Maarjamõisa
7820099-1,58.34863097,26.71010606,POINT (26.71010606 58.34863097),Variku
7820225-1,58.34872195,26.69763966,POINT (26.69763966 58.34872195),Variku
7820148-1,58.35013089,26.70762625,POINT (26.70762625 58.35013089),Variku
7820176-2,58.38407261,26.72214444,POINT (26.72214444 58.38407261),Kesklinna
7820374-1,58.40640897,26.7038608,POINT (26.7038608 58.40640897),Kvissentali
7820372-1,58.35590574,26.7408544,POINT (26.7408544 58.35590574),Karlova
7820371-1,58.37697129,26.7335596,POINT (26.7335596 58.37697129),Kesklinna
7820373-1,58.35487589,26.74068989,POINT (26.74068989 58.35487589),Ropka tööstuse
7820208-3,58.37394718,26.70686254,POINT (26.70686254 58.37394718),Vaksali
7801359-1,58.39407954,26.74484561,POINT (26.74484561 58.39407954),Raadi-Kruusamäe
7801350-1,58.40634201,26.75185225,POINT (26.75185225 58.40634201),Raadi-Kruusamäe
7801348-1,58.39512318,26.75442164,POINT (26.75442164 58.39512318),Raadi-Kruusamäe
7801351-1,58.40666939,26.75103809,POINT (26.75103809 58.40666939),Raadi-Kruusamäe
7801360-1,58.39361788,26.74574624,POINT (26.74574624 58.39361788),Raadi-Kruusamäe
7801349-1,58.39538391,26.75532738,POINT (26.75532738 58.39538391),Jaamamõisa
7820375-1,58.39561671,26.74280133,POINT (26.74280133 58.39561671),Raadi-Kruusamäe
7820377-1,58.38243802,26.73248488,POINT (26.73248488 58.38243802),Ülejõe
7820376-1,58.35491329,26.79249678,POINT (26.79249678 58.35491329),Ihaste
7801031-1,58.41766417,26.72159926,POINT (26.72159926 58.41766417),Raadi-Kruusamäe
7801395-1,58.39980051,26.75407803,POINT (26.75407803 58.39980051),Raadi-Kruusamäe
7801391-1,58.4157219,26.72524537,POINT (26.72524537 58.4157219),Raadi-Kruusamäe
7801388-1,58.41407877,26.71885922,POINT (26.71885922 58.41407877),Raadi-Kruusamäe
7801389-1,58.41413613,26.71911945,POINT (26.71911945 58.41413613),Raadi-Kruusamäe
7801393-1,58.40702922,26.7207681,POINT (26.7207681 58.40702922),Raadi-Kruusamäe
7801387-1,58.41257373,26.71780005,POINT (26.71780005 58.41257373),Raadi-Kruusamäe
7801394-1,58.39951025,26.75462019,POINT (26.75462019 58.39951025),Raadi-Kruusamäe
7801390-1,58.41596855,26.72547748,POINT (26.72547748 58.41596855),Raadi-Kruusamäe
7801392-1,58.40664456,26.72110859,POINT (26.72110859 58.40664456),Raadi-Kruusamäe
7801031-2,58.41766544,26.72175028,POINT (26.72175028 58.41766544),Raadi-Kruusamäe
7820378-1,58.35183198,26.68813331,POINT (26.68813331 58.35183198),Ränilinna
7820381-1,58.38442634,26.75680516,POINT (26.75680516 58.38442634),Jaamamõisa
7820380-1,58.38428656,26.75622274,POINT (26.75622274 58.38428656),Jaamamõisa
7820379-1,58.35122093,26.6886289,POINT (26.6886289 58.35122093),Ränilinna
7801386-1,58.41242437,26.71806249,POINT (26.71806249 58.41242437),Raadi-Kruusamäe
7801161-1,58.36339858,26.64907773,POINT (26.64907773 58.36339858),Endine Tähtvere vald
7800587-1,58.36209847,26.65927341,POINT (26.65927341 58.36209847),Endine Tähtvere vald
7800588-1,58.36178579,26.65724613,POINT (26.65724613 58.36178579),Endine Tähtvere vald
7801161-2,58.36344141,26.64898804,POINT (26.64898804 58.36344141),Endine Tähtvere vald
7801402-1,58.371063,26.785285,POINT (26.785285 58.371063),Annelinna
7801401-1,58.370982,26.784992,POINT (26.784992 58.370982),Annelinna
7801169-1,58.32287455,26.72151611,POINT (26.72151611 58.32287455),Ropka tööstuse
7800362-1,58.41985111,26.76226985,POINT (26.76226985 58.41985111),Raadi-Kruusamäe
7800991-1,58.3222429,26.70898945,POINT (26.70898945 58.3222429),Ropka tööstuse
7801055-1,58.33341709,26.7174227,POINT (26.7174227 58.33341709),Ropka tööstuse
7800364-1,58.42393303,26.76361929,POINT (26.76361929 58.42393303),Raadi-Kruusamäe
7801054-1,58.33371714,26.71703847,POINT (26.71703847 58.33371714),Ropka tööstuse
7800363-1,58.41963253,26.76261236,POINT (26.76261236 58.41963253),Raadi-Kruusamäe
7801361-1,58.32239138,26.72057788,POINT (26.72057788 58.32239138),Ropka tööstuse
7801409-1,58.42402193,26.76553299,POINT (26.76553299 58.42402193),Raadi-Kruusamäe
7820383-1,58.36723465,26.76864373,POINT (26.76864373 58.36723465),Annelinna
7820382-1,58.36637577,26.76810701,POINT (26.76810701 58.36637577),Annelinna
7820145-1,58.38689879,26.72445476,POINT (26.72445476 58.38689879),Ülejõe
7820386-1,58.36972016,26.69100308,POINT (26.69100308 58.36972016),Veeriku
7801132-1,58.42050704,26.65672237,POINT (26.65672237 58.42050704),Endine Tähtvere vald
7800952-1,58.40833878,26.65381726,POINT (26.65381726 58.40833878),Endine Tähtvere vald
7800388-1,58.42118798,26.66201498,POINT (26.66201498 58.42118798),Endine Tähtvere vald
7800984-1,58.43469957,26.63180331,POINT (26.63180331 58.43469957),Endine Tähtvere vald
7800376-1,58.42026602,26.51663012,POINT (26.51663012 58.42026602),Endine Tähtvere vald
7801134-1,58.39982657,26.68405381,POINT (26.68405381 58.39982657),Endine Tähtvere vald
7800389-1,58.42098733,26.66217038,POINT (26.66217038 58.42098733),Endine Tähtvere vald
7800922-1,58.43225419,26.5556744,POINT (26.5556744 58.43225419),Endine Tähtvere vald
7800209-1,58.4136048,26.57706819,POINT (26.57706819 58.4136048),Endine Tähtvere vald
7800803-1,58.41037018,26.63034183,POINT (26.63034183 58.41037018),Endine Tähtvere vald
7800383-1,58.45215421,26.57054622,POINT (26.57054622 58.45215421),Endine Tähtvere vald
7800550-1,58.40533477,26.66991284,POINT (26.66991284 58.40533477),Endine Tähtvere vald
7800297-1,58.44598308,26.55814755,POINT (26.55814755 58.44598308),Endine Tähtvere vald
7801131-1,58.42012016,26.65656115,POINT (26.65656115 58.42012016),Endine Tähtvere vald
7800262-1,58.42625984,26.65037554,POINT (26.65037554 58.42625984),Endine Tähtvere vald
7800377-1,58.42011701,26.51549199,POINT (26.51549199 58.42011701),Endine Tähtvere vald
7801043-1,58.41062316,26.60755167,POINT (26.60755167 58.41062316),Endine Tähtvere vald
7800133-1,58.45116489,26.59395884,POINT (26.59395884 58.45116489),Endine Tähtvere vald
7800891-1,58.4445904,26.62049355,POINT (26.62049355 58.4445904),Endine Tähtvere vald
7801133-1,58.40106572,26.68282065,POINT (26.68282065 58.40106572),Endine Tähtvere vald
7800551-1,58.40540578,26.67038905,POINT (26.67038905 58.40540578),Endine Tähtvere vald
7820116-2,58.40649432,26.69662695,POINT (26.69662695 58.40649432),Kvissentali
7800991-2,58.3222836,26.70897686,POINT (26.70897686 58.3222836),Ropka tööstuse
7820393-1,58.35080925,26.76758607,POINT (26.76758607 58.35080925),Ihaste
7820392-1,58.34987601,26.76803853,POINT (26.76803853 58.34987601),Ihaste
7820389-1,58.40642847,26.7029425,POINT (26.7029425 58.40642847),Kvissentali
7800431-2,58.31074453,26.69123484,POINT (26.69123484 58.31074453),Ränilinna
7820088-2,58.37720705,26.72784468,POINT (26.72784468 58.37720705),Kesklinna
7820387-1,58.34858683,26.68801772,POINT (26.68801772 58.34858683),Ränilinna
7820395-1,58.38498122,26.75684557,POINT (26.75684557 58.38498122),Jaamamõisa
7820394-1,58.38488598,26.75695053,POINT (26.75695053 58.38488598),Jaamamõisa
7820391-1,58.38671045,26.75840044,POINT (26.75840044 58.38671045),Jaamamõisa
7820390-1,58.38667493,26.75855209,POINT (26.75855209 58.38667493),Jaamamõisa
7800953-1,58.40859138,26.65332355,POINT (26.65332355 58.40859138),Endine Tähtvere vald
7820396-1,58.38404148,26.74409031,POINT (26.74409031 58.38404148),Ülejõe
