Stop_ID,Pre_2019,stop_lat,stop_lon,density
7820074-1,True,58.37173569,26.73294975,1
7820023-1,True,58.35511959,26.71700508,1
7820175-1,True,58.38518468,26.72287068,5
7820279-1,True,58.36143045,26.73392587,2
7820181-1,True,58.39007646,26.72913255,6
7820153-1,True,58.40083131,26.72719428,0
7820192-1,True,58.39872669,26.71043364,3
7820223-1,True,58.39187722,26.72209621,2
7820209-1,True,58.36979825,26.68927247,2
7820117-1,True,58.40633743,26.70826104,1
7820038-1,True,58.36354623,26.67790733,2
7820090-1,True,58.39786392,26.73332536,2
7820019-1,True,58.36818677,26.6832783,1
7820304-1,True,58.37135629,26.69447958,3
7820058-1,True,58.3923433,26.73177946,2
7820232-1,True,58.39852299,26.70901097,3
7820180-1,True,58.38996052,26.72743991,5
7820303-1,True,58.37124468,26.69375987,4
7820110-1,True,58.40109437,26.7194218,2
7820116-1,True,58.40651781,26.69657824,0
7820172-1,True,58.35563171,26.67391432,1
7820184-1,True,58.37854671,26.68370536,3
7820273-1,True,58.38183188,26.68539271,3
7820096-1,True,58.38407818,26.71649249,3
7820190-1,True,58.36351475,26.73051063,2
7820077-1,True,58.36981141,26.72779418,0
7820314-1,True,58.34315404,26.72352802,1
7820253-1,True,58.36449633,26.73501272,5
7820073-1,True,58.35002284,26.72320515,1
7820323-1,True,58.34306723,26.72953189,1
7820129-1,True,58.3669492,26.72967524,0
7820016-1,True,58.37849016,26.77600422,2
7820050-1,True,58.35877592,26.78427994,1
7820053-1,True,58.36517863,26.75879689,1
7820185-1,True,58.38851666,26.70827802,1
7820298-1,True,58.34524603,26.74096552,1
7820235-1,True,58.34979371,26.74113758,1
7800528-1,True,58.35976336,26.79669553,0
7820297-1,True,58.34527076,26.74128384,1
7820236-1,True,58.34939038,26.74085965,1
7820206-1,True,58.35522599,26.70754632,5
7820127-1,True,58.35923798,26.70286689,2
7820282-1,True,58.36117326,26.70178627,1
7820188-1,True,58.36833346,26.70338666,7
7820119-1,True,58.35773524,26.70397272,1
7820239-1,True,58.3687858,26.73627969,4
7820098-1,True,58.3485892,26.70989119,4
7820225-1,True,58.34872195,26.69763966,1
7820229-2,True,58.3485594,26.70489285,4
7820099-1,True,58.34863097,26.71010606,3
7820167-1,True,58.37893419,26.70846439,1
7820017-1,True,58.37675489,26.77791425,2
7820150-1,True,58.39986954,26.71687568,2
7820283-1,True,58.3731642,26.69975523,3
7820294-1,True,58.40433139,26.708449,1
7820018-1,True,58.36817908,26.68276659,1
7820210-1,True,58.36990365,26.68980226,3
7820070-1,True,58.3788886,26.68402743,3
7820272-1,True,58.38203996,26.68567925,3
7820321-1,True,58.34306297,26.73696764,1
7820083-1,True,58.36972457,26.70744613,2
7820100-1,True,58.35377665,26.70820357,5
7820102-1,True,58.35350153,26.7075046,5
7820215-1,True,58.36921745,26.74172752,3
7820259-1,True,58.38140782,26.70354451,1
7820042-1,True,58.38316976,26.69673413,3
7820107-1,True,58.38509848,26.71946706,5
7820313-1,True,58.39175627,26.69223022,1
7820287-1,True,58.3862124,26.69499199,3
7820318-1,True,58.34238583,26.71589623,3
7820009-1,True,58.34797032,26.71703945,1
7820276-1,True,58.35502104,26.67914047,5
7820233-1,True,58.39885629,26.70895707,3
7820199-1,True,58.37907527,26.77329165,2
7820120-1,True,58.36750857,26.71968342,2
7820216-1,True,58.36986857,26.71612224,2
7820082-1,True,58.38569594,26.68057188,0
7820269-1,True,58.38273082,26.68341474,3
7820286-1,True,58.36081269,26.7403929,1
7820322-1,True,58.34280788,26.73818363,1
7820052-1,True,58.36489916,26.75865715,1
7820055-1,True,58.36116965,26.75974837,1
7820041-1,True,58.38597247,26.71485573,2
7820125-1,True,58.38919524,26.70470362,1
7820145-1,True,58.38689879,26.72445476,3
7820144-1,True,58.38730604,26.69653853,5
7820306-1,True,58.37041613,26.79130535,0
7820045-1,True,58.38194292,26.69398198,5
7820025-1,True,58.38357822,26.69159083,3
7820135-1,True,58.37223634,26.75361904,3
7801230-1,True,58.40719514,26.74576886,1
7800566-1,True,58.40103786,26.73979144,2
7820329-1,True,58.38261156,26.74577777,2
7820328-1,True,58.3840735,26.7402712,2
7820270-1,True,58.38233737,26.68369743,3
7820106-1,True,58.38547154,26.7016431,1
7820327-1,True,58.36609907,26.67422175,1
7820326-1,True,58.36607787,26.67416136,1
7820035-2,True,58.35335497,26.68075748,4
7820162-1,True,58.38907343,26.73021884,5
7820054-1,True,58.36006973,26.75960196,1
7820274-1,True,58.38913924,26.69442947,2
7820258-2,True,58.39325073,26.68740296,2
7820109-1,True,58.39820755,26.7245813,1
7820166-1,True,58.37275827,26.78054175,1
7800565-1,True,58.40203319,26.74175709,3
7820331-1,True,58.35470981,26.76270419,3
7820171-1,True,58.35607767,26.67289602,1
7820333-1,True,58.36172417,26.77141202,0
7820332-1,True,58.36424183,26.76918899,0
7820142-1,True,58.36936733,26.69824015,3
7820044-1,True,58.38119426,26.69496829,3
7820026-1,True,58.39357647,26.69114258,3
7820330-1,True,58.35631661,26.76477083,1
7820143-1,True,58.36998229,26.69805577,6
7820249-2,True,58.37731299,26.72982439,15
7801272-1,True,58.36719396,26.79853701,0
7820139-2,True,58.35889909,26.67292438,2
7820320-1,True,58.34151158,26.71610809,2
7820289-2,True,58.37792077,26.73396427,7
7820249-3,True,58.37683585,26.73070579,14
7820139-3,True,58.35891162,26.67243857,2
7820088-2,True,58.37720705,26.72784468,12
7801229-1,True,58.40748652,26.74621748,1
7820208-2,True,58.37401262,26.70674249,2
,True,58.35254238,26.74462691,0
7801276-1,True,58.4035154,26.74158605,3
7820337-1,True,58.39506918,26.74116785,0
7820334-1,True,58.38978666,26.73932942,1
7801275-1,True,58.40362091,26.74190348,2
7820335-1,True,58.3892422,26.73840283,2
7820271-1,True,58.37795531,26.73214188,12
7820341-1,True,58.39652974,26.68533648,1
7820341-2,True,58.39670523,26.68515015,1
7820340-1,True,58.35677838,26.67871662,2
7820343-1,True,58.36319191,26.67509434,2
7800431-1,True,58.31075631,26.69120484,0
,False,58.35254238,26.74462691,0
7820088-1,False,58.37724016,26.72790185,11
7820063-1,False,58.37208797,26.75966338,2
7820165-1,False,58.37220599,26.78019005,1
7820014-1,False,58.37045316,26.76670441,3
7820064-1,False,58.37252213,26.75751568,2
7820028-1,False,58.3738068,26.75234171,2
7820068-1,False,58.37669404,26.74457721,1
7820187-1,False,58.38113791,26.73694573,2
7820020-1,False,58.38122787,26.72889607,6
7820085-2,False,58.37759847,26.72792808,12
7820177-1,False,58.37152847,26.71628405,2
7820036-1,False,58.35349102,26.68084579,4
7820186-1,False,58.38038554,26.73786281,1
7820027-1,False,58.37383298,26.75136132,2
7820015-1,False,58.36950908,26.76754256,3
7820155-1,False,58.36951149,26.77530961,1
7820219-1,False,58.37382781,26.72187409,4
7820059-1,False,58.36614066,26.70310893,4
7820218-1,False,58.35872329,26.68492228,1
7820201-1,False,58.36176427,26.69149115,1
7820178-1,False,58.3710759,26.7156237,2
7820243-1,False,58.36437354,26.69919726,2
7820061-1,False,58.36652854,26.7043633,4
7820156-1,False,58.36936718,26.77535326,1
7820217-1,False,58.3585654,26.6841488,1
7820277-1,False,58.35505258,26.67956993,5
7820242-1,False,58.36389419,26.69743305,2
7820126-1,False,58.36929245,26.71073809,1
7820067-1,False,58.37584714,26.74589515,1
7820200-1,False,58.36135764,26.69003217,1
7820276-1,False,58.35502104,26.67914047,5
7820164-1,False,58.39330651,26.71804316,3
7820161-1,False,58.38888884,26.73051394,5
7820076-1,False,58.38685141,26.73622575,2
7820174-1,False,58.38233558,26.74682512,2
7820255-1,False,58.38070973,26.75491693,2
7820095-1,False,58.38002785,26.76387108,1
7820013-1,False,58.37551082,26.76968164,1
7820319-1,False,58.34170221,26.71484949,2
7820008-1,False,58.34784648,26.71726794,1
7820072-1,False,58.34913295,26.72340804,1
7820003-1,False,58.35484233,26.72295824,3
7820062-1,False,58.36669767,26.70364614,4
7820130-1,False,58.37713453,26.68889876,2
7820070-1,False,58.3788886,26.68402743,3
7820232-1,False,58.39852299,26.70901097,3
7820223-1,False,58.39187722,26.72209621,2
7820078-1,False,58.36571667,26.72151128,2
7820295-1,False,58.37684819,26.70266721,1
7820045-1,False,58.38194292,26.69398198,5
7820184-1,False,58.37854671,26.68370536,3
7820318-1,False,58.34238583,26.71589623,3
7820330-1,False,58.35631661,26.76477083,1
7820012-1,False,58.37592598,26.77040002,1
7820094-1,False,58.38014812,26.76384935,1
7820257-1,False,58.38116812,26.75303178,2
7820233-1,False,58.39885629,26.70895707,3
7820321-1,False,58.34306297,26.73696764,1
7820066-1,False,58.35838607,26.72194733,2
7820141-1,False,58.36995011,26.70165035,5
7820170-1,False,58.37480653,26.69735258,2
7820208-1,False,58.37397452,26.70682144,3
7820169-1,False,58.37486576,26.69707372,2
7820140-1,False,58.36960163,26.7017286,4
7820002-1,False,58.35470082,26.72279026,3
7820315-1,False,58.34284309,26.72381576,1
7820322-1,False,58.34280788,26.73818363,1
7820189-1,False,58.38451818,26.74302861,4
7820198-1,False,58.37863342,26.77050604,1
7820333-1,False,58.36172417,26.77141202,0
7820323-1,False,58.34306723,26.72953189,1
7820317-1,False,58.34525094,26.71488112,2
7820131-1,False,58.37675423,26.69035434,1
7820284-1,False,58.37241821,26.7000216,3
7820073-1,False,58.35002284,26.72320515,1
7820009-1,False,58.34797032,26.71703945,1
7820316-1,False,58.34537778,26.71461775,2
7820272-1,False,58.38203996,26.68567925,3
7820004-1,False,58.39440348,26.7160297,1
7820079-1,False,58.36479389,26.72116859,1
7820065-1,False,58.35917116,26.72136773,3
7820294-1,False,58.40433139,26.708449,1
7820116-1,False,58.40651781,26.69657824,1
7820180-1,False,58.38996052,26.72743991,5
7820324-1,False,58.34275898,26.73020083,1
7820331-1,False,58.35470981,26.76270419,3
7820025-1,False,58.38357822,26.69159083,3
7820179-1,False,58.3899214,26.7278263,5
7820224-1,False,58.3920868,26.72167493,2
7820283-1,False,58.3731642,26.69975523,3
7820273-1,False,58.38183188,26.68539271,3
7820075-1,False,58.38659375,26.73719894,1
7820314-1,False,58.34315404,26.72352802,1
7820117-1,False,58.40633743,26.70826104,2
7820024-1,False,58.38360817,26.69132453,2
7820162-1,False,58.38907343,26.73021884,5
7820120-1,False,58.36750857,26.71968342,2
7820216-1,False,58.36986857,26.71612224,2
7820325-1,False,58.34458112,26.71540407,3
7820136-1,False,58.34604336,26.78273368,3
7820085-1,False,58.37742337,26.72755624,12
7820048-1,False,58.34493408,26.77937065,3
7820104-1,False,58.34712456,26.77329275,1
7820205-1,False,58.35464445,26.70747193,5
7820112-1,False,58.36052133,26.71297705,1
7820262-1,False,58.36402713,26.70658214,2
7820080-1,False,58.34924006,26.7874891,1
7820057-1,False,58.37056892,26.73946996,3
7820035-1,False,58.35338124,26.6810383,4
7820264-1,False,58.35415032,26.69707063,1
7820220-1,False,58.37296117,26.72287072,4
7820089-1,False,58.37751515,26.7285696,13
7820238-1,False,58.36910319,26.74017165,4
7820158-1,False,58.35311862,26.76651814,3
7820250-1,False,58.35774316,26.71396835,2
7820261-1,False,58.36357694,26.7070653,1
7820111-1,False,58.36032883,26.71352127,3
7820204-1,False,58.35467418,26.70708405,5
7820137-1,False,58.34641112,26.7835032,3
7820139-1,False,58.35881504,26.67327622,2
7820049-1,False,58.3448756,26.77958387,3
7820060-1,False,58.365848,26.70412703,5
7820103-1,False,58.34666721,26.77393533,1
7820251-1,False,58.35767356,26.71364991,2
7820157-1,False,58.35340275,26.76619969,3
7820055-1,False,58.36116965,26.75974837,1
7820081-1,False,58.34930632,26.78771897,1
7820021-1,False,58.37566974,26.73304577,7
7820083-1,False,58.36972457,26.70744613,2
7820139-3,False,58.35891162,26.67243857,2
7820007-1,False,58.37323195,26.73683422,1
7820188-1,False,58.36833346,26.70338666,7
7820326-1,False,58.36607787,26.67416136,1
7820343-1,False,58.36319191,26.67509434,2
7820304-1,False,58.37135629,26.69447958,4
7820123-1,False,58.3595404,26.77785166,2
7800070-1,False,58.36617113,26.67507049,1
7820051-1,False,58.35888637,26.7828262,3
7820019-1,False,58.36818677,26.6832783,1
7820122-1,False,58.35935535,26.77778613,2
7820303-1,False,58.37124468,26.69375987,5
7820018-1,False,58.36817908,26.68276659,1
7820142-1,False,58.36936733,26.69824015,3
7820143-1,False,58.36998229,26.69805577,6
7820210-1,False,58.36990365,26.68980226,4
7820344-1,False,58.3629794,26.67494462,2
7820160-1,False,58.35498359,26.78887475,2
7820159-1,False,58.35601529,26.78899164,2
7820227-1,False,58.37609415,26.77878983,1
7820016-1,False,58.37849016,26.77600422,2
7820087-1,False,58.37166265,26.76385484,3
7820248-1,False,58.37746185,26.73019788,15
7820293-1,False,58.37909356,26.72727211,13
7820196-1,False,58.38113972,26.72480574,6
7820352-1,False,58.38900626,26.70495235,3
7820176-1,False,58.3836047,26.72339269,8
7820086-1,False,58.37154833,26.76651811,3
7801272-1,False,58.36719396,26.79853701,2
7820289-1,False,58.37802669,26.73371568,7
7820311-1,False,58.35658799,26.7943089,1
7820175-1,False,58.38518468,26.72287068,8
7820269-1,False,58.38273082,26.68341474,3
7820347-1,False,58.38627464,26.71402485,2
7820249-1,False,58.37716844,26.73005784,15
7820166-1,False,58.37275827,26.78054175,1
7800528-1,False,58.35976336,26.79669553,1
7820107-1,False,58.38509848,26.71946706,7
7820362-1,False,58.39093648,26.67946108,1
7820287-1,False,58.3862124,26.69499199,3
7820360-1,False,58.38825896,26.70885743,3
7820306-1,False,58.37041613,26.79130535,1
7820199-1,False,58.37907527,26.77329165,2
7820288-1,False,58.38621298,26.69472782,3
7820270-1,False,58.38233737,26.68369743,3
7820197-1,False,58.37974785,26.72576992,6
7820082-1,False,58.38569594,26.68057188,1
7820017-1,False,58.37675489,26.77791425,2
7801271-1,False,58.36572273,26.79847965,1
7820348-1,False,58.38545524,26.68055015,1
7820041-1,False,58.38597247,26.71485573,4
7820361-1,False,58.3911417,26.68008948,1
7820350-1,False,58.38592912,26.71952576,6
7820310-1,False,58.37029067,26.79272676,1
7820328-1,False,58.3840735,26.7402712,3
7820071-1,False,58.37700305,26.68379681,4
7820069-1,False,58.37677041,26.68359234,3
7820211-1,False,58.37308889,26.68539208,1
7820212-1,False,58.37272134,26.68578763,1
7820195-1,False,58.3823387,26.73229325,3
7820056-1,False,58.3839401,26.7403782,3
7820163-1,False,58.36643193,26.69527154,1
7820329-1,False,58.38261156,26.74577777,3
7820172-1,False,58.35563171,26.67391432,1
7820281-1,False,58.36662066,26.69478854,1
7820139-2,False,58.35889909,26.67292438,2
7820305-1,False,58.36972984,26.69080566,5
7820252-1,False,58.36558986,26.73448717,4
7820022-1,False,58.35536632,26.71967153,3
7820096-1,False,58.38407818,26.71649249,5
7820296-1,False,58.3772705,26.7018397,1
7820254-1,False,58.38057943,26.75346982,3
7820011-1,False,58.37711352,26.75074771,1
7820241-1,False,58.37662124,26.71457354,4
7820043-1,False,58.38294305,26.69658842,4
7820207-1,False,58.37374151,26.70719702,3
7820313-1,False,58.39175627,26.69223022,1
7820275-1,False,58.38885283,26.69438562,4
7820113-1,False,58.37595147,26.71043875,3
7820010-1,False,58.37807643,26.75176816,2
7820240-1,False,58.3765878,26.71491966,4
7820182-1,False,58.37396579,26.71940893,3
7820258-1,False,58.39311653,26.6873756,2
7820260-1,False,58.38161617,26.70271302,1
7820168-1,False,58.37888945,26.70789617,1
7820183-1,False,58.37553002,26.71803519,4
7820114-1,False,58.37598719,26.71031861,3
7820259-1,False,58.38140782,26.70354451,1
7820167-1,False,58.37893419,26.70846439,1
7820084-1,False,58.37690955,26.72650997,11
7820039-1,False,58.37677413,26.72686258,11
7820093-1,False,58.38253159,26.72806885,6
7820191-1,False,58.39840795,26.70984368,3
7820134-1,False,58.36942282,26.72152375,2
7820192-1,False,58.39872669,26.71043364,5
7820133-1,False,58.37078404,26.72155998,2
7820110-1,False,58.40109437,26.7194218,7
7820301-1,False,58.38666842,26.72685629,3
7820369-1,False,58.40016634,26.71447599,6
7820302-1,False,58.38578652,26.72639415,4
7820365-1,False,58.36182591,26.72125188,2
7820351-1,False,58.4012616,26.72106316,5
7820368-1,False,58.40003844,26.71427334,4
7820366-1,False,58.36092931,26.72124144,3
7820202-1,False,58.36396104,26.73642701,6
7820115-1,False,58.36657642,26.73624755,7
7820231-1,False,58.36864837,26.73432864,2
7820228-1,False,58.35565418,26.7272105,3
7820280-1,False,58.3613194,26.73476473,3
7820105-1,False,58.3856589,26.70055754,2
7820046-1,False,58.38373656,26.70858394,1
7820279-1,False,58.36143045,26.73392587,3
7820230-1,False,58.35583691,26.72892056,1
7820023-1,False,58.35511959,26.71700508,1
7820121-1,False,58.38329654,26.71874713,6
7820239-1,False,58.3687858,26.73627969,4
7820263-1,False,58.35414165,26.69607678,1
7820341-1,False,58.39652974,26.68533648,1
7820032-1,False,58.35907121,26.73088987,1
7820033-1,False,58.3584934,26.73078222,1
7820074-1,False,58.37173569,26.73294975,1
7820341-2,False,58.39670523,26.68515015,1
7820144-1,False,58.38730604,26.69653853,5
7820047-1,False,58.38350489,26.70964608,1
7820274-1,False,58.38913924,26.69442947,2
7820267-1,False,58.36520963,26.7404915,4
7820335-1,False,58.3892422,26.73840283,2
7801276-1,False,58.4035154,26.74158605,3
7820214-1,False,58.36735879,26.74069184,4
7820286-1,False,58.36081269,26.7403929,1
7820297-1,False,58.34527076,26.74128384,1
7801230-1,False,58.40719514,26.74576886,1
7820268-1,False,58.36406889,26.74007878,3
7820236-1,False,58.34939038,26.74085965,1
7820334-1,False,58.38978666,26.73932942,1
7820337-1,False,58.39506918,26.74116785,2
7820215-1,False,58.36921745,26.74172752,3
7820235-1,False,58.34979371,26.74113758,1
7820298-1,False,58.34524603,26.74096552,1
7820285-1,False,58.36125669,26.74040249,1
7800566-1,False,58.40103786,26.73979144,2
7801275-1,False,58.40362091,26.74190348,2
7820358-1,False,58.40191838,26.72135155,3
7820349-1,False,58.39732505,26.73427053,3
7820173-1,False,58.39150299,26.73039405,6
7820226-1,False,58.34868407,26.69763178,1
7820229-1,False,58.34859622,26.70417463,3
7820147-1,False,58.35016089,26.70712041,5
7820098-1,False,58.3485892,26.70989119,4
7820119-1,False,58.35773524,26.70397272,1
7820359-1,False,58.39989791,26.729291,1
7820206-1,False,58.35522599,26.70754632,5
7820282-1,False,58.36117326,26.70178627,1
7820181-1,False,58.39007646,26.72913255,6
7820153-1,False,58.40083131,26.72719428,1
7820203-1,False,58.35501632,26.70768839,5
7820127-1,False,58.35923798,26.70286689,2
7820100-1,False,58.35377665,26.70820357,5
7820090-1,False,58.39786392,26.73332536,3
7820058-1,False,58.3923433,26.73177946,2
7820357-1,False,58.40184107,26.72221089,3
7820149-1,False,58.39960631,26.71699995,5
7820108-1,False,58.39832495,26.72363666,1
7820193-1,False,58.39664003,26.73102389,3
7820077-1,False,58.36981141,26.72779418,1
7820129-1,False,58.3669492,26.72967524,1
7820249-3,False,58.37683585,26.73070579,14
7820291-1,False,58.36201853,26.73063502,4
7820190-1,False,58.36351475,26.73051063,3
7820345-1,False,58.37027018,26.72756102,1
7820150-1,False,58.39986954,26.71687568,5
7820109-1,False,58.39820755,26.7245813,1
7820354-1,False,58.36710241,26.72971696,1
7820194-1,False,58.39633321,26.73244303,3
7820244-1,False,58.36356625,26.69877895,2
7820044-1,False,58.38119426,26.69496829,3
7820332-1,False,58.36424183,26.76918899,1
7820208-2,False,58.37401262,26.70674249,3
7820053-1,False,58.36517863,26.75879689,3
7820171-1,False,58.35607767,26.67289602,1
7820356-1,False,58.3666717,26.76129895,3
7820209-1,False,58.36979825,26.68927247,3
7820185-1,False,58.38851666,26.70827802,3
7800419-1,False,58.3684517,26.79811796,1
