Stop_ID,Pre_2019,stop_lat,stop_lon,density
7820258-2,False,58.39325073,26.68740296,2
7820367-1,False,58.38336625,26.7236519,6
7820364-1,False,58.4026746,26.71596028,3
7820102-1,False,58.35350153,26.7075046,5
7820353-1,False,58.3736677,26.72490047,2
7820125-1,False,58.38919524,26.70470362,3
7800529-1,False,58.35936653,26.79651476,1
7820042-1,False,58.38316976,26.69673413,3
7820026-1,False,58.39357647,26.69114258,3
7820363-1,False,58.40265634,26.71636688,3
7820052-1,False,58.36489916,26.75865715,3
7820355-1,False,58.36631654,26.76258641,3
7800565-1,False,58.40203319,26.74175709,3
7820135-1,False,58.37223634,26.75361904,3
7820106-1,False,58.38547154,26.7016431,1
7820289-2,False,58.37792077,26.73396427,7
7820320-1,False,58.34151158,26.71610809,2
7820050-1,False,58.35877592,26.78427994,1
7820035-2,False,58.35335497,26.68075748,4
7820253-1,False,58.36449633,26.73501272,6
7800431-1,False,58.31075631,26.69120484,1
7820054-1,False,58.36006973,26.75960196,1
7820370-1,False,58.36355308,26.73465073,7
7820340-1,False,58.35677838,26.67871662,2
7801229-1,False,58.40748652,26.74621748,2
7820249-2,False,58.37731299,26.72982439,15
7820229-2,False,58.3485594,26.70489285,4
7820037-1,False,58.363475,26.67766253,2
7820099-1,False,58.34863097,26.71010606,3
7820225-1,False,58.34872195,26.69763966,1
7820148-1,False,58.35013089,26.70762625,5
7820176-2,False,58.38407261,26.72214444,6
7820374-1,False,58.40640897,26.7038608,2
7820372-1,False,58.35590574,26.7408544,1
7820371-1,False,58.37697129,26.7335596,8
7820373-1,False,58.35487589,26.74068989,1
7820208-3,False,58.37394718,26.70686254,3
7801359-1,False,58.39407954,26.74484561,3
7801350-1,False,58.40634201,26.75185225,1
7801348-1,False,58.39512318,26.75442164,1
7801351-1,False,58.40666939,26.75103809,2
7801360-1,False,58.39361788,26.74574624,2
7801349-1,False,58.39538391,26.75532738,1
7820375-1,False,58.39561671,26.74280133,3
7820377-1,False,58.38243802,26.73248488,4
7820376-1,False,58.35491329,26.79249678,3
7801031-1,False,58.41766417,26.72159926,2
7801395-1,False,58.39980051,26.75407803,1
7801391-1,False,58.4157219,26.72524537,2
7801388-1,False,58.41407877,26.71885922,3
7801389-1,False,58.41413613,26.71911945,3
7801393-1,False,58.40702922,26.7207681,1
7801387-1,False,58.41257373,26.71780005,3
7801394-1,False,58.39951025,26.75462019,1
7801390-1,False,58.41596855,26.72547748,3
7801392-1,False,58.40664456,26.72110859,1
7801031-2,False,58.41766544,26.72175028,3
7820378-1,False,58.35183198,26.68813331,1
7820381-1,False,58.38442634,26.75680516,5
7820380-1,False,58.38428656,26.75622274,5
7820379-1,False,58.35122093,26.6886289,2
7801386-1,False,58.41242437,26.71806249,3
7801161-1,False,58.36339858,26.64907773,1
7800587-1,False,58.36209847,26.65927341,1
7800588-1,False,58.36178579,26.65724613,1
7801161-2,False,58.36344141,26.64898804,1
7801402-1,False,58.371063,26.785285,1
7801401-1,False,58.370982,26.784992,1
7801169-1,False,58.32287455,26.72151611,1
7800362-1,False,58.41985111,26.76226985,1
7800991-1,False,58.3222429,26.70898945,1
7801055-1,False,58.33341709,26.7174227,1
7800364-1,False,58.42393303,26.76361929,1
7801054-1,False,58.33371714,26.71703847,1
7800363-1,False,58.41963253,26.76261236,1
7801361-1,False,58.32239138,26.72057788,1
7801409-1,False,58.42402193,26.76553299,1
7820383-1,False,58.36723465,26.76864373,2
7820382-1,False,58.36637577,26.76810701,2
7820145-1,False,58.38689879,26.72445476,3
7820386-1,False,58.36972016,26.69100308,5
7801132-1,False,58.42050704,26.65672237,1
7800952-1,False,58.40833878,26.65381726,1
7800388-1,False,58.42118798,26.66201498,1
7800984-1,False,58.43469957,26.63180331,0
7800376-1,False,58.42026602,26.51663012,1
7801134-1,False,58.39982657,26.68405381,1
7800389-1,False,58.42098733,26.66217038,1
7800922-1,False,58.43225419,26.5556744,0
7800209-1,False,58.4136048,26.57706819,0
7800803-1,False,58.41037018,26.63034183,0
7800383-1,False,58.45215421,26.57054622,0
7800550-1,False,58.40533477,26.66991284,1
7800297-1,False,58.44598308,26.55814755,0
7801131-1,False,58.42012016,26.65656115,1
7800262-1,False,58.42625984,26.65037554,0
7800377-1,False,58.42011701,26.51549199,1
7801043-1,False,58.41062316,26.60755167,0
7800133-1,False,58.45116489,26.59395884,0
7800891-1,False,58.4445904,26.62049355,0
7801133-1,False,58.40106572,26.68282065,1
7800551-1,False,58.40540578,26.67038905,1
7820116-2,False,58.40649432,26.69662695,1
7800991-2,False,58.3222836,26.70897686,1
7820393-1,False,58.35080925,26.76758607,3
7820392-1,False,58.34987601,26.76803853,1
7820389-1,False,58.40642847,26.7029425,1
7800431-2,False,58.31074453,26.69123484,1
7820088-2,False,58.37720705,26.72784468,11
7820387-1,False,58.34858683,26.68801772,1
7820395-1,False,58.38498122,26.75684557,5
7820394-1,False,58.38488598,26.75695053,5
7820391-1,False,58.38671045,26.75840044,5
7820390-1,False,58.38667493,26.75855209,5
7800953-1,False,58.40859138,26.65332355,1
7820396-1,False,58.38404148,26.74409031,5
