route_id,service_id,trip_id,trip_headsign,trip_long_name,direction_code,shape_id,wheelchair_accessible
04f94e92ab6f298755206cd3f70e21b9,142539,1552872,Tõrva,Valga - Jõgeveste - Tõrva,A>B,47490,0
04f94e92ab6f298755206cd3f70e21b9,142540,1552873,Tõrva,Valga - Jõgeveste - Tõrva,A>B,47490,0
52117ba8ff3fc3fe4d493135b4477d3c,143228,1879052,Elva,Valga - Keeni - Puka - Elva,A>C2>B,59892,0
98bdd0f6a627ce1656fca71d6a001ede,143229,1032741,KURESSAARE,Lümanda-Kihelkonna-Kärla-Kuressaare,A>B,47517,0
52117ba8ff3fc3fe4d493135b4477d3c,143230,1879053,Elva,Valga - Keeni - Puka - Elva,A>C3>B,55294,0
132d331c18b69ecd66c90a5686262476,143468,2069579,Valga bussijaam,Elva - Palupera - Rõngu - Puka - Keeni - Valga,A>C1>B,59893,0
6e1a3e3ee6ae6c14cde134cf4a62f913,143471,1878947,Valga bussijaam,Elva - Palupera - Rõngu - Puka - Keeni - Valga,A>C1>B,43751,0
b1bbbdf542e597cc0dccb794a68e309a,143472,1878948,Valga bussijaam,Elva - Palupera - Rõngu - Puka - Keeni - Valga,A>C1>B,43752,0
f80054b62df3a409c5bfce3ea367cb0e,143473,1879055,Elva,Valga - Keeni - Puka - Rõngu - Palupera - Elva,A>C1>B,59383,0
96ce873a17d7a9ea34c42df3b30c451a,143477,1878949,Valga bussijaam,Elva - Puka - Keeni - Valga,A>C1>B,55320,0
5fdbec627037c0aa669e3aeb7cc0cdcd,143478,1879056,Valga bussijaam,Elva-Puka-Keeni-Sarapuu-Valga,A>C1>B,59457,0
7c76e2c60127aee456b172b373237da7,143479,1879057,Valga bussijaam,Elva-Puka-Keeni-Valga,A>C1>B,57905,0
55d64231e0f75df1cb88f24a861df10b,143480,1878950,Valga bussijaam,Elva-Puka-Keeni-Valga,A>C1>B,55322,0
0a3293eb36d92b610e0510307af2bbcc,143482,1261759,Elva,Valga - Puka - Rõngu - Palupera - Elva,A>C3>B,55333,0
4bd812f8d0d0d8e5a58e60d14f95ba67,143512,1878951,Valga bussijaam,Elva - Palupera - Rõngu - Puka - Keeni - Valga,A>C1>B,43759,0
b01d23fc8f641587500e7d587cd50f9c,143513,932497,Puka,Elva - Palupera - Rõngu - Puka,A>B,43760,0
e221f510467c1012d387f430b6b79cdc,143707,933925,KURESSAARE,Valjala-Kuressaare,A>B,41668,0
c175532508e1619d1b56e28b629ca2c4,143770,1239104,Orissaare,Orissaare-Nenu-Tornimäe-Kõrkvere-Orissaare,A>B,42124,0
3f1699dee929e75fe2110eb914b7cb54,143774,933999,Orissaare,Orissaare-Tornimäe-Pöide-Laimjala-Kahtla-Orissaare,A>B,38928,0
ef42377bf3f7a38385fc5def67c10448,143823,2034099,KURESSAARE,Kuressaare-Pihtla-Sandla-Tõlluste-Sandla-Pihtla-Kuressaare,A>B,47024,0
e32e6d7b736be809ddc50b15179cb534,143855,2034100,KURESSAARE,Kuressaare-Suure-Rootsi-Kuressaare,A>B,47027,0
4ec8c4901648c9238c29e63e3a207cba,144432,946730,Tõrva,Tartu - Tõrva,B>A,44425,0
4ec8c4901648c9238c29e63e3a207cba,144433,946731,Tartu bussijaam,Tõrva - Tartu,A>B,44458,0
6c709ed5004b0bb9a57b1ae6b75207dd,144695,946745,Tartu bussijaam,Valga - Tartu,A>B,44427,0
